"units","scenario","year","value","variable","version","source"
"W/m^2","Reference",2073,0.0820267,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2074,0.0826288,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2075,0.0832253,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2076,0.08381,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2077,0.084384,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2078,0.0849481,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2079,0.0855031,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2080,0.0860499,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2081,0.0865821,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2082,0.087101,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2083,0.0876077,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2084,0.0881031,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2085,0.0885883,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2086,0.0890547,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2087,0.0895038,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2088,0.0899371,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2089,0.0903558,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2090,0.0907611,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2091,0.0911509,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2092,0.0915267,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2093,0.0918894,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2094,0.0922401,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2095,0.0925797,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2096,0.092907,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2097,0.0932227,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2098,0.0935279,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2099,0.0938233,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",2100,0.0941097,"RF_H2O_strat","old","GCAM"
"W/m^2","Reference",1976,0.332685,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1977,0.339523,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1978,0.349427,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1979,0.355642,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1980,0.355273,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1981,0.351734,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1982,0.360543,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1983,0.348953,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1984,0.357558,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1985,0.362344,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1986,0.366618,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1987,0.377009,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1988,0.385258,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1989,0.386823,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1990,0.38947,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1991,0.413873,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1992,0.392768,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1993,0.400616,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1994,0.413913,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1995,0.407025,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1996,0.405479,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1997,0.437121,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1998,0.430398,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1999,0.412824,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2000,0.410571,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2001,0.411135,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2002,0.421939,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2003,0.425156,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2004,0.436433,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2005,0.437412,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2006,0.433189,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2007,0.428781,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2008,0.424209,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2009,0.419492,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2010,0.414647,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2011,0.414115,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2012,0.413716,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2013,0.41343,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2014,0.413251,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2015,0.413169,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2016,0.410329,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2017,0.407545,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2018,0.404809,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2019,0.402115,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2020,0.399459,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2021,0.396837,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2022,0.392449,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2023,0.388266,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2024,0.38426,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2025,0.38041,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2026,0.376756,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2027,0.373093,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2028,0.369423,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2029,0.365745,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2030,0.36206,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2031,0.359561,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2032,0.357059,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2033,0.354554,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2034,0.352045,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2035,0.349532,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2036,0.348441,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2037,0.347329,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2038,0.346199,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2039,0.345052,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2040,0.343888,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2041,0.344292,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2042,0.344652,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2043,0.344974,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2044,0.345261,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2045,0.345515,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2046,0.346013,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2047,0.346498,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2048,0.346972,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2049,0.347433,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2050,0.347884,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2051,0.348732,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2052,0.349573,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2053,0.350407,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2054,0.351235,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2055,0.352056,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2056,0.353133,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2057,0.354204,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2058,0.355269,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2059,0.356327,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2060,0.35738,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2061,0.358457,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2062,0.359524,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2063,0.36058,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2064,0.361626,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2065,0.362662,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2066,0.36364,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2067,0.364597,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2068,0.365534,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2069,0.366454,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2070,0.367357,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2071,0.36826,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2072,0.369143,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2073,0.370008,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2074,0.370856,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2075,0.371688,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2076,0.372451,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2077,0.37319,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2078,0.373906,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2079,0.374602,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2080,0.375279,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2081,0.375762,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2082,0.376218,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2083,0.376649,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2084,0.377058,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2085,0.377444,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2086,0.377852,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2087,0.378227,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2088,0.378572,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2089,0.378889,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2090,0.379182,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2091,0.379464,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2092,0.379721,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2093,0.379953,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2094,0.380164,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2095,0.380355,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2096,0.380509,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2097,0.380642,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2098,0.380757,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2099,0.380854,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",2100,0.380935,"RF_O3_trop","old","GCAM"
"W/m^2","Reference",1976,0.264375,"RF_BC","old","GCAM"
"W/m^2","Reference",1977,0.271763,"RF_BC","old","GCAM"
"W/m^2","Reference",1978,0.286187,"RF_BC","old","GCAM"
"W/m^2","Reference",1979,0.292457,"RF_BC","old","GCAM"
"W/m^2","Reference",1980,0.288699,"RF_BC","old","GCAM"
"W/m^2","Reference",1981,0.286106,"RF_BC","old","GCAM"
"W/m^2","Reference",1982,0.307659,"RF_BC","old","GCAM"
"W/m^2","Reference",1983,0.289147,"RF_BC","old","GCAM"
"W/m^2","Reference",1984,0.301257,"RF_BC","old","GCAM"
"W/m^2","Reference",1985,0.308138,"RF_BC","old","GCAM"
"W/m^2","Reference",1986,0.313946,"RF_BC","old","GCAM"
"W/m^2","Reference",1987,0.325852,"RF_BC","old","GCAM"
"W/m^2","Reference",1988,0.338401,"RF_BC","old","GCAM"
"W/m^2","Reference",1989,0.333521,"RF_BC","old","GCAM"
"W/m^2","Reference",1990,0.34553,"RF_BC","old","GCAM"
"W/m^2","Reference",1991,0.37767,"RF_BC","old","GCAM"
"W/m^2","Reference",1992,0.336373,"RF_BC","old","GCAM"
"W/m^2","Reference",1993,0.346989,"RF_BC","old","GCAM"
"W/m^2","Reference",1994,0.370274,"RF_BC","old","GCAM"
"W/m^2","Reference",1995,0.365003,"RF_BC","old","GCAM"
"W/m^2","Reference",1996,0.356902,"RF_BC","old","GCAM"
"W/m^2","Reference",1997,0.394163,"RF_BC","old","GCAM"
"W/m^2","Reference",1998,0.403259,"RF_BC","old","GCAM"
"W/m^2","Reference",1999,0.357657,"RF_BC","old","GCAM"
"W/m^2","Reference",2000,0.342278,"RF_BC","old","GCAM"
"W/m^2","Reference",2001,0.350862,"RF_BC","old","GCAM"
"W/m^2","Reference",2002,0.379901,"RF_BC","old","GCAM"
"W/m^2","Reference",2003,0.392369,"RF_BC","old","GCAM"
"W/m^2","Reference",2004,0.411577,"RF_BC","old","GCAM"
"W/m^2","Reference",2005,0.411577,"RF_BC","old","GCAM"
"W/m^2","Reference",2006,0.398886,"RF_BC","old","GCAM"
"W/m^2","Reference",2007,0.386196,"RF_BC","old","GCAM"
"W/m^2","Reference",2008,0.373505,"RF_BC","old","GCAM"
"W/m^2","Reference",2009,0.360815,"RF_BC","old","GCAM"
"W/m^2","Reference",2010,0.348125,"RF_BC","old","GCAM"
"W/m^2","Reference",2011,0.343835,"RF_BC","old","GCAM"
"W/m^2","Reference",2012,0.339546,"RF_BC","old","GCAM"
"W/m^2","Reference",2013,0.335257,"RF_BC","old","GCAM"
"W/m^2","Reference",2014,0.330968,"RF_BC","old","GCAM"
"W/m^2","Reference",2015,0.326678,"RF_BC","old","GCAM"
"W/m^2","Reference",2016,0.322115,"RF_BC","old","GCAM"
"W/m^2","Reference",2017,0.317551,"RF_BC","old","GCAM"
"W/m^2","Reference",2018,0.312988,"RF_BC","old","GCAM"
"W/m^2","Reference",2019,0.308425,"RF_BC","old","GCAM"
"W/m^2","Reference",2020,0.303861,"RF_BC","old","GCAM"
"W/m^2","Reference",2021,0.299298,"RF_BC","old","GCAM"
"W/m^2","Reference",2022,0.295954,"RF_BC","old","GCAM"
"W/m^2","Reference",2023,0.29261,"RF_BC","old","GCAM"
"W/m^2","Reference",2024,0.289267,"RF_BC","old","GCAM"
"W/m^2","Reference",2025,0.285923,"RF_BC","old","GCAM"
"W/m^2","Reference",2026,0.27791,"RF_BC","old","GCAM"
"W/m^2","Reference",2027,0.269898,"RF_BC","old","GCAM"
"W/m^2","Reference",2028,0.261885,"RF_BC","old","GCAM"
"W/m^2","Reference",2029,0.253872,"RF_BC","old","GCAM"
"W/m^2","Reference",2030,0.245859,"RF_BC","old","GCAM"
"W/m^2","Reference",2031,0.240343,"RF_BC","old","GCAM"
"W/m^2","Reference",2032,0.234827,"RF_BC","old","GCAM"
"W/m^2","Reference",2033,0.229312,"RF_BC","old","GCAM"
"W/m^2","Reference",2034,0.223796,"RF_BC","old","GCAM"
"W/m^2","Reference",2035,0.21828,"RF_BC","old","GCAM"
"W/m^2","Reference",2036,0.214207,"RF_BC","old","GCAM"
"W/m^2","Reference",2037,0.210135,"RF_BC","old","GCAM"
"W/m^2","Reference",2038,0.206062,"RF_BC","old","GCAM"
"W/m^2","Reference",2039,0.201989,"RF_BC","old","GCAM"
"W/m^2","Reference",2040,0.197917,"RF_BC","old","GCAM"
"W/m^2","Reference",2041,0.195436,"RF_BC","old","GCAM"
"W/m^2","Reference",2042,0.192955,"RF_BC","old","GCAM"
"W/m^2","Reference",2043,0.190474,"RF_BC","old","GCAM"
"W/m^2","Reference",2044,0.187994,"RF_BC","old","GCAM"
"W/m^2","Reference",2045,0.185513,"RF_BC","old","GCAM"
"W/m^2","Reference",2046,0.183242,"RF_BC","old","GCAM"
"W/m^2","Reference",2047,0.180972,"RF_BC","old","GCAM"
"W/m^2","Reference",2048,0.178702,"RF_BC","old","GCAM"
"W/m^2","Reference",2049,0.176431,"RF_BC","old","GCAM"
"W/m^2","Reference",2050,0.174161,"RF_BC","old","GCAM"
"W/m^2","Reference",2051,0.172779,"RF_BC","old","GCAM"
"W/m^2","Reference",2052,0.171398,"RF_BC","old","GCAM"
"W/m^2","Reference",2053,0.170017,"RF_BC","old","GCAM"
"W/m^2","Reference",2054,0.168636,"RF_BC","old","GCAM"
"W/m^2","Reference",2055,0.167254,"RF_BC","old","GCAM"
"W/m^2","Reference",2056,0.166067,"RF_BC","old","GCAM"
"W/m^2","Reference",2057,0.164879,"RF_BC","old","GCAM"
"W/m^2","Reference",2058,0.163691,"RF_BC","old","GCAM"
"W/m^2","Reference",2059,0.162503,"RF_BC","old","GCAM"
"W/m^2","Reference",2060,0.161316,"RF_BC","old","GCAM"
"W/m^2","Reference",2061,0.160115,"RF_BC","old","GCAM"
"W/m^2","Reference",2062,0.158914,"RF_BC","old","GCAM"
"W/m^2","Reference",2063,0.157714,"RF_BC","old","GCAM"
"W/m^2","Reference",2064,0.156513,"RF_BC","old","GCAM"
"W/m^2","Reference",2065,0.155313,"RF_BC","old","GCAM"
"W/m^2","Reference",2066,0.154001,"RF_BC","old","GCAM"
"W/m^2","Reference",2067,0.152689,"RF_BC","old","GCAM"
"W/m^2","Reference",2068,0.151378,"RF_BC","old","GCAM"
"W/m^2","Reference",2069,0.150066,"RF_BC","old","GCAM"
"W/m^2","Reference",2070,0.148755,"RF_BC","old","GCAM"
"W/m^2","Reference",2071,0.14737,"RF_BC","old","GCAM"
"W/m^2","Reference",2072,0.145986,"RF_BC","old","GCAM"
"W/m^2","Reference",2073,0.144602,"RF_BC","old","GCAM"
"W/m^2","Reference",2074,0.143218,"RF_BC","old","GCAM"
"W/m^2","Reference",2075,0.141833,"RF_BC","old","GCAM"
"W/m^2","Reference",2076,0.140353,"RF_BC","old","GCAM"
"W/m^2","Reference",2077,0.138872,"RF_BC","old","GCAM"
"W/m^2","Reference",2078,0.137392,"RF_BC","old","GCAM"
"W/m^2","Reference",2079,0.135911,"RF_BC","old","GCAM"
"W/m^2","Reference",2080,0.13443,"RF_BC","old","GCAM"
"W/m^2","Reference",2081,0.132877,"RF_BC","old","GCAM"
"W/m^2","Reference",2082,0.131324,"RF_BC","old","GCAM"
"W/m^2","Reference",2083,0.129771,"RF_BC","old","GCAM"
"W/m^2","Reference",2084,0.128218,"RF_BC","old","GCAM"
"W/m^2","Reference",2085,0.126665,"RF_BC","old","GCAM"
"W/m^2","Reference",2086,0.125104,"RF_BC","old","GCAM"
"W/m^2","Reference",2087,0.123543,"RF_BC","old","GCAM"
"W/m^2","Reference",2088,0.121981,"RF_BC","old","GCAM"
"W/m^2","Reference",2089,0.12042,"RF_BC","old","GCAM"
"W/m^2","Reference",2090,0.118859,"RF_BC","old","GCAM"
"W/m^2","Reference",2091,0.117226,"RF_BC","old","GCAM"
"W/m^2","Reference",2092,0.115593,"RF_BC","old","GCAM"
"W/m^2","Reference",2093,0.11396,"RF_BC","old","GCAM"
"W/m^2","Reference",2094,0.112327,"RF_BC","old","GCAM"
"W/m^2","Reference",2095,0.110694,"RF_BC","old","GCAM"
"W/m^2","Reference",2096,0.1091,"RF_BC","old","GCAM"
"W/m^2","Reference",2097,0.107507,"RF_BC","old","GCAM"
"W/m^2","Reference",2098,0.105913,"RF_BC","old","GCAM"
"W/m^2","Reference",2099,0.10432,"RF_BC","old","GCAM"
"W/m^2","Reference",2100,0.102726,"RF_BC","old","GCAM"
"W/m^2","Reference",1976,-0.492498,"RF_SO2","old","GCAM"
"W/m^2","Reference",1977,-0.497157,"RF_SO2","old","GCAM"
"W/m^2","Reference",1978,-0.498994,"RF_SO2","old","GCAM"
"W/m^2","Reference",1979,-0.507187,"RF_SO2","old","GCAM"
"W/m^2","Reference",1980,-0.504677,"RF_SO2","old","GCAM"
"W/m^2","Reference",1981,-0.489027,"RF_SO2","old","GCAM"
"W/m^2","Reference",1982,-0.480388,"RF_SO2","old","GCAM"
"W/m^2","Reference",1983,-0.473069,"RF_SO2","old","GCAM"
"W/m^2","Reference",1984,-0.478727,"RF_SO2","old","GCAM"
"W/m^2","Reference",1985,-0.479953,"RF_SO2","old","GCAM"
"W/m^2","Reference",1986,-0.479992,"RF_SO2","old","GCAM"
"W/m^2","Reference",1987,-0.489268,"RF_SO2","old","GCAM"
"W/m^2","Reference",1988,-0.493499,"RF_SO2","old","GCAM"
"W/m^2","Reference",1989,-0.493689,"RF_SO2","old","GCAM"
"W/m^2","Reference",1990,-0.492054,"RF_SO2","old","GCAM"
"W/m^2","Reference",1991,-0.48741,"RF_SO2","old","GCAM"
"W/m^2","Reference",1992,-0.470615,"RF_SO2","old","GCAM"
"W/m^2","Reference",1993,-0.462933,"RF_SO2","old","GCAM"
"W/m^2","Reference",1994,-0.452662,"RF_SO2","old","GCAM"
"W/m^2","Reference",1995,-0.44381,"RF_SO2","old","GCAM"
"W/m^2","Reference",1996,-0.436449,"RF_SO2","old","GCAM"
"W/m^2","Reference",1997,-0.438079,"RF_SO2","old","GCAM"
"W/m^2","Reference",1998,-0.428638,"RF_SO2","old","GCAM"
"W/m^2","Reference",1999,-0.405624,"RF_SO2","old","GCAM"
"W/m^2","Reference",2000,-0.406651,"RF_SO2","old","GCAM"
"W/m^2","Reference",2001,-0.409551,"RF_SO2","old","GCAM"
"W/m^2","Reference",2002,-0.406849,"RF_SO2","old","GCAM"
"W/m^2","Reference",2003,-0.421447,"RF_SO2","old","GCAM"
"W/m^2","Reference",2004,-0.441609,"RF_SO2","old","GCAM"
"W/m^2","Reference",2005,-0.441609,"RF_SO2","old","GCAM"
"W/m^2","Reference",2006,-0.43069,"RF_SO2","old","GCAM"
"W/m^2","Reference",2007,-0.419771,"RF_SO2","old","GCAM"
"W/m^2","Reference",2008,-0.408852,"RF_SO2","old","GCAM"
"W/m^2","Reference",2009,-0.397933,"RF_SO2","old","GCAM"
"W/m^2","Reference",2010,-0.387014,"RF_SO2","old","GCAM"
"W/m^2","Reference",2011,-0.375582,"RF_SO2","old","GCAM"
"W/m^2","Reference",2012,-0.364149,"RF_SO2","old","GCAM"
"W/m^2","Reference",2013,-0.352716,"RF_SO2","old","GCAM"
"W/m^2","Reference",2014,-0.341284,"RF_SO2","old","GCAM"
"W/m^2","Reference",2015,-0.329851,"RF_SO2","old","GCAM"
"W/m^2","Reference",2016,-0.31823,"RF_SO2","old","GCAM"
"W/m^2","Reference",2017,-0.306609,"RF_SO2","old","GCAM"
"W/m^2","Reference",2018,-0.294989,"RF_SO2","old","GCAM"
"W/m^2","Reference",2019,-0.283368,"RF_SO2","old","GCAM"
"W/m^2","Reference",2020,-0.271747,"RF_SO2","old","GCAM"
"W/m^2","Reference",2021,-0.260126,"RF_SO2","old","GCAM"
"W/m^2","Reference",2022,-0.255333,"RF_SO2","old","GCAM"
"W/m^2","Reference",2023,-0.250539,"RF_SO2","old","GCAM"
"W/m^2","Reference",2024,-0.245745,"RF_SO2","old","GCAM"
"W/m^2","Reference",2025,-0.240952,"RF_SO2","old","GCAM"
"W/m^2","Reference",2026,-0.237258,"RF_SO2","old","GCAM"
"W/m^2","Reference",2027,-0.233564,"RF_SO2","old","GCAM"
"W/m^2","Reference",2028,-0.22987,"RF_SO2","old","GCAM"
"W/m^2","Reference",2029,-0.226176,"RF_SO2","old","GCAM"
"W/m^2","Reference",2030,-0.222482,"RF_SO2","old","GCAM"
"W/m^2","Reference",2031,-0.219237,"RF_SO2","old","GCAM"
"W/m^2","Reference",2032,-0.215993,"RF_SO2","old","GCAM"
"W/m^2","Reference",2033,-0.212749,"RF_SO2","old","GCAM"
"W/m^2","Reference",2034,-0.209505,"RF_SO2","old","GCAM"
"W/m^2","Reference",2035,-0.20626,"RF_SO2","old","GCAM"
"W/m^2","Reference",2036,-0.204269,"RF_SO2","old","GCAM"
"W/m^2","Reference",2037,-0.202277,"RF_SO2","old","GCAM"
"W/m^2","Reference",2038,-0.200286,"RF_SO2","old","GCAM"
"W/m^2","Reference",2039,-0.198294,"RF_SO2","old","GCAM"
"W/m^2","Reference",2040,-0.196302,"RF_SO2","old","GCAM"
"W/m^2","Reference",2041,-0.194798,"RF_SO2","old","GCAM"
"W/m^2","Reference",2042,-0.193294,"RF_SO2","old","GCAM"
"W/m^2","Reference",2043,-0.191789,"RF_SO2","old","GCAM"
"W/m^2","Reference",2044,-0.190285,"RF_SO2","old","GCAM"
"W/m^2","Reference",2045,-0.188781,"RF_SO2","old","GCAM"
"W/m^2","Reference",2046,-0.187453,"RF_SO2","old","GCAM"
"W/m^2","Reference",2047,-0.186125,"RF_SO2","old","GCAM"
"W/m^2","Reference",2048,-0.184797,"RF_SO2","old","GCAM"
"W/m^2","Reference",2049,-0.183469,"RF_SO2","old","GCAM"
"W/m^2","Reference",2050,-0.182141,"RF_SO2","old","GCAM"
"W/m^2","Reference",2051,-0.181046,"RF_SO2","old","GCAM"
"W/m^2","Reference",2052,-0.179951,"RF_SO2","old","GCAM"
"W/m^2","Reference",2053,-0.178856,"RF_SO2","old","GCAM"
"W/m^2","Reference",2054,-0.177761,"RF_SO2","old","GCAM"
"W/m^2","Reference",2055,-0.176666,"RF_SO2","old","GCAM"
"W/m^2","Reference",2056,-0.176255,"RF_SO2","old","GCAM"
"W/m^2","Reference",2057,-0.175843,"RF_SO2","old","GCAM"
"W/m^2","Reference",2058,-0.175432,"RF_SO2","old","GCAM"
"W/m^2","Reference",2059,-0.17502,"RF_SO2","old","GCAM"
"W/m^2","Reference",2060,-0.174609,"RF_SO2","old","GCAM"
"W/m^2","Reference",2061,-0.174524,"RF_SO2","old","GCAM"
"W/m^2","Reference",2062,-0.17444,"RF_SO2","old","GCAM"
"W/m^2","Reference",2063,-0.174355,"RF_SO2","old","GCAM"
"W/m^2","Reference",2064,-0.17427,"RF_SO2","old","GCAM"
"W/m^2","Reference",2065,-0.174186,"RF_SO2","old","GCAM"
"W/m^2","Reference",2066,-0.174147,"RF_SO2","old","GCAM"
"W/m^2","Reference",2067,-0.174108,"RF_SO2","old","GCAM"
"W/m^2","Reference",2068,-0.174069,"RF_SO2","old","GCAM"
"W/m^2","Reference",2069,-0.17403,"RF_SO2","old","GCAM"
"W/m^2","Reference",2070,-0.173991,"RF_SO2","old","GCAM"
"W/m^2","Reference",2071,-0.173993,"RF_SO2","old","GCAM"
"W/m^2","Reference",2072,-0.173994,"RF_SO2","old","GCAM"
"W/m^2","Reference",2073,-0.173995,"RF_SO2","old","GCAM"
"W/m^2","Reference",2074,-0.173996,"RF_SO2","old","GCAM"
"W/m^2","Reference",2075,-0.173998,"RF_SO2","old","GCAM"
"W/m^2","Reference",2076,-0.173916,"RF_SO2","old","GCAM"
"W/m^2","Reference",2077,-0.173834,"RF_SO2","old","GCAM"
"W/m^2","Reference",2078,-0.173752,"RF_SO2","old","GCAM"
"W/m^2","Reference",2079,-0.17367,"RF_SO2","old","GCAM"
"W/m^2","Reference",2080,-0.173588,"RF_SO2","old","GCAM"
"W/m^2","Reference",2081,-0.172948,"RF_SO2","old","GCAM"
"W/m^2","Reference",2082,-0.172307,"RF_SO2","old","GCAM"
"W/m^2","Reference",2083,-0.171667,"RF_SO2","old","GCAM"
"W/m^2","Reference",2084,-0.171026,"RF_SO2","old","GCAM"
"W/m^2","Reference",2085,-0.170386,"RF_SO2","old","GCAM"
"W/m^2","Reference",2086,-0.169886,"RF_SO2","old","GCAM"
