"version","scenario","variable","units","value","year","source"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.8937185185998,2116,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.861615099585,2117,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.8295198309806,2118,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.7974335549941,2119,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.7653570367009,2120,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.7332909660605,2121,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.7012359600805,2122,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.6691925651626,2123,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.637161259659,2124,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.6051424566703,2125,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.5731365071081,2126,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.5411437030422,2127,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.5091642813499,2128,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.4771984276766,2129,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.4452462807174,2130,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.4133079368204,2131,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.3813834549147,2132,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.3494728617624,2133,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.3175761575321,2134,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.2856933216976,2135,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.253824319264,2136,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.2219691073308,2137,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.1901276420078,2138,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.1582998857069,2139,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.1264858148435,2140,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.094685427989,2141,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.0628987545278,2142,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",14.0311258638813,2143,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.9993668753665,2144,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.967621968763,2145,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.9358913956539,2146,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.9041754915954,2147,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.8724746891374,2148,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.8407895316632,2149,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.8091206879337,2150,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.7774689670958,2151,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.7458353337292,2152,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.714220922265,2153,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.682627049778,2154,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.6510552257503,2155,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.6195071569175,2156,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.5879847447782,2157,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.5564900728256,2158,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.525025380153,2159,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.4935930179423,2160,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.4621953856537,2161,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.4308348447257,2162,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.3995136094249,2163,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.368233617253,2164,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.3369963848594,2165,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.3058028593188,2166,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.2746532781767,2167,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.2435470539165,2168,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.212482698557,2169,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.1814578013639,2170,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.1504690671978,2171,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.1195124155942,2172,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.0885831326643,2173,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.0576760609588,2174,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",13.0267858079537,2175,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.9959069526056,2176,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.9650342314723,2177,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.9341626904892,2178,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.903287794476,2179,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.8724054925666,2180,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.8415122429615,2181,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.8106050040472,2182,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.77968120079,2183,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.7487386755528,2184,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.7177756315092,2185,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.6867905751249,2186,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.6557822622246,2187,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.6247496503152,2188,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.5936918583161,2189,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.5626081337496,2190,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.531497826754,2191,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.5003603697814,2192,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.4691952609172,2193,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.4380020514076,2194,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.4067803363389,2195,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.3755297475578,2196,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.3442499482264,2197,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.3129406285741,2198,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.2816015025285,2199,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.250232304999,2200,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.2188327896512,2201,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.1874027270567,2202,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.1559419031359,2203,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.1244501178314,2204,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.0929271839678,2205,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.0613729262633,2206,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",12.029787180466,2207,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.9981697925948,2208,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.9665206182676,2209,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.9348395221039,2210,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.9031263771911,2211,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.8713810646043,2212,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.8396034729744,2213,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.8077934980954,2214,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.7759510425692,2215,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.74407601548,2216,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.7121683320967,2217,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.6802279136002,2218,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.6482546868318,2219,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.6162485840609,2220,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.5842095427699,2221,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.552137505455,2222,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.5200324194407,2223,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.4878942367068,2224,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.4557229137277,2225,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.4235184113207,2226,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.39125656711,2227,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.3588763908131,2228,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.3263766374595,2229,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.2937610010799,2230,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.2610331356169,2231,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.2281966479703,2232,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.195255098065,2233,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.1622119992198,2234,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.129070818629,2235,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.0958349778633,2236,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.0625078533719,2237,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",11.0290927769762,2238,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.995593036355,2239,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.9620118755205,2240,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.9283524952875,2241,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.894618053736,2242,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.8608116666697,2243,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.826936408072,2244,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.7929953105593,2245,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.7589913658323,2246,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.7249275251275,2247,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.6908066996666,2248,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.6566317611065,2249,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.6224055419881,2250,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.588130836185,2251,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.5538103993509,2252,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.5194469493669,2253,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.4850431667878,2254,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.4506016952863,2255,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.4161251420971,2256,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.3816160784582,2257,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.3470770400511,2258,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.312510527438,2259,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.2779190064974,2260,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.2433049088563,2261,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.2086706323203,2262,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.1740185412994,2263,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.1393509672317,2264,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.1046702090026,2265,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.0699785333608,2266,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.0352781753298,2267,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",10.0005713386158,2268,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.96586019601104,2269,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.93114688979264,2270,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.89643353211718,2271,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.86172220541001,2272,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.82701496275054,2273,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.79231382825161,2274,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.75762079743489,2275,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.72293783760038,2276,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.6882668881911,2277,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.65360986115259,2278,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.61896864128716,2279,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.5843450866023,2280,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.54974102865476,2281,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.51515827288803,2282,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.48059859896541,2283,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.44606376109736,2284,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.41155548836321,2285,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.37707548502762,2286,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.34262543085188,2287,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.30820698139941,2288,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.27382176833639,2289,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.23947139972643,2290,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.20515746032082,2291,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.17088151184249,2292,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.13664509326558,2293,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.10244972108947,2294,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.06829688960792,2295,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.03418807117252,2296,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",9.00012471645205,2297,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",8.96610825468628,2298,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",8.93214009393478,2299,"hector"
"V3.2.0","1pctCO2","RF_tot","W/m2",8.89822162132145,2300,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1750,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1751,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1752,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1753,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1754,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1755,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1756,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1757,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1758,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1759,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1760,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1761,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1762,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1763,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1764,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1765,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1766,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1767,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1768,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1769,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1770,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1771,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1772,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1773,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1774,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1775,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1776,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1777,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1778,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1779,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1780,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1781,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1782,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1783,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1784,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1785,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1786,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1787,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1788,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1789,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1790,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1791,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1792,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1793,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1794,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1795,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1796,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1797,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1798,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0,1799,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0.338781410733393,1800,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0.621076717376103,1801,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0.822086134164017,1802,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",0.974213694936706,1803,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.09452741944856,1804,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.19287816242352,1805,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.2753661690239,1806,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.3459809173157,1807,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.40744597603221,1808,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.46168643164691,1809,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.5101029604713,1810,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.55374022506562,1811,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.59339434509407,1812,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.62968367845944,1813,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.66309670363115,1814,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.69402517663734,1815,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.72278757299228,1816,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.74964597437326,1817,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.77481844231328,1818,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.79848822773863,1819,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.82081072467742,1820,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.84191879074787,1821,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.86192686820225,1822,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.88093421233727,1823,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.8990274473506,1824,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.91628260959555,1825,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.93276679592245,1826,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.9485395047028,1827,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.9636537354432,1828,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.97815689708417,1829,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",1.99209156342664,1830,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.00549610545378,1831,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.01840522379524,1832,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.03085039963408,1833,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.0428602785726,1834,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.05446099905323,1835,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.06567647466194,1836,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.07652863786366,1837,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.08703765131837,1838,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.09722209181365,1839,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.10709911096088,1840,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.11668457608832,1841,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.12599319418695,1842,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.13503862129601,1843,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.14383355933221,1844,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.15238984205202,1845,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.16071851157728,1846,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.16882988669934,1847,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.17673362399844,1848,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.18443877266563,1849,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.19195382378916,1850,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.19928675476213,1851,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.20644506937877,1852,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.21343583411147,1853,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.22026571099628,1854,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.22694098749965,1855,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.2334676036925,1856,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.23985117701721,1857,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.24609702489835,1858,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.25221018541818,1859,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.2581954362519,1860,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.26405731203502,1861,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.26980012031583,1862,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.27542795622863,1863,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.28094471600861,1864,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.28635410945606,1865,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.29165967144618,1866,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.29686477257053,1867,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.30197262898744,1868,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.30698631155049,1869,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.31190875427765,1870,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.31674276221706,1871,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.32149101876009,1872,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.32615609244768,1873,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.33074044331111,1874,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.33524642878487,1875,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.33967630922571,1876,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.34403225306874,1877,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.34831634164871,1878,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.35253057371222,1879,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.35667686964411,1880,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.36075707542946,1881,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.36477296637068,1882,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.36872625057755,1883,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.37261857224659,1884,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.37645151474474,1885,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.38022660351118,1886,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.3839453087898,1887,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.38760904820422,1888,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.3912191891858,1889,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.39477705126479,1890,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.39828390823349,1891,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.4017409901901,1892,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.40514948547079,1893,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.40851054247738,1894,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.41182527140721,1895,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.41509474589137,1896,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.41832000454709,1897,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.42150205244946,1898,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.42464186252765,1899,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.42774037688993,1900,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.430798508082,1901,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.43381714028251,1902,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.43679713043942,1903,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.43973930935074,1904,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.44264448269284,1905,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.44551343199928,1906,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.44834691559306,1907,"hector"
"V3.2.0","abruptx2CO2","global_tas","degC",2.45114566947484,1908,"hector"
