"year","variable","units","scenario","source","version","value"
2061,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.51373
2062,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.54701
2063,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.58041
2064,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.61394
2065,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.64761
2066,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.68147
2067,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.71546
2068,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.74958
2069,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.78382
2070,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.8182
2071,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.85272
2072,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.88734
2073,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.92205
2074,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.95686
2075,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.99177
2076,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.02679
2077,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.06188
2078,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.09703
2079,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.13222
2080,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.16746
2081,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.20274
2082,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.238
2083,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.27321
2084,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.30838
2085,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.34349
2086,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.37852
2087,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.4134
2088,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.44813
2089,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.48272
2090,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.5172
2091,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.5515
2092,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.58558
2093,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.61946
2094,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.65315
2095,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.68667
2096,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.72006
2097,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.75324
2098,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.78621
2099,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.81899
2100,"gmst","degreesC","GCAM_SSP5","GCAM","new",3.85157
1976,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.250364
1977,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.26748
1978,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.286018
1979,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.30239
1980,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.316974
1981,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.334318
1982,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.340532
1983,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.330981
1984,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.345237
1985,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.372372
1986,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.399802
1987,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.425167
1988,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.451721
1989,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.479713
1990,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.504822
1991,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.497839
1992,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.44982
1993,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.452769
1994,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.4941
1995,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.54603
1996,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.594926
1997,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.625305
1998,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.652993
1999,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.691028
2000,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.728587
2001,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.761129
2002,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.782704
2003,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.798228
2004,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.81652
2005,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.8311
2006,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.84284
2007,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.860222
2008,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.883972
2009,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.912824
2010,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.941386
2011,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.967158
2012,"gmst","degreesC","GCAM_SSP1","GCAM","new",0.991255
2013,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.02276
2014,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.05166
2015,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.07952
2016,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.11444
2017,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.14658
2018,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.17812
2019,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.19972
2020,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.23551
2021,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.25547
2022,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.29101
2023,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.31876
2024,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.35056
2025,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.38807
2026,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.42392
2027,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.45769
2028,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.49015
2029,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.52178
2030,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.55287
2031,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.583
2032,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.6123
2033,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.64095
2034,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.66911
2035,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.69686
2036,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.72393
2037,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.75044
2038,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.77652
2039,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.80224
2040,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.82766
2041,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.85316
2042,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.87865
2043,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.90409
2044,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.92945
2045,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.95473
2046,"gmst","degreesC","GCAM_SSP1","GCAM","new",1.97989
2047,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.00491
2048,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.0298
2049,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.05455
2050,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.07918
2051,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.10327
2052,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.12694
2053,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.15028
2054,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.17334
2055,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.19617
2056,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.21882
2057,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.24126
2058,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.2635
2059,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.28558
2060,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.30751
2061,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.32934
2062,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.35096
2063,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.37239
2064,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.39367
2065,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.4148
2066,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.43578
2067,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.45657
2068,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.47719
2069,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.49766
2070,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.51798
2071,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.53816
2072,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.55817
2073,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.57801
2074,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.59771
2075,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.61727
2076,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.63669
2077,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.65594
2078,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.67502
2079,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.69395
2080,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.71273
2081,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.73135
2082,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.74978
2083,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.76801
2084,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.78607
2085,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.80396
2086,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.82166
2087,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.83911
2088,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.85634
2089,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.87336
2090,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.89017
2091,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.90675
2092,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.92308
2093,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.93916
2094,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.95501
2095,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.97063
2096,"gmst","degreesC","GCAM_SSP1","GCAM","new",2.986
2097,"gmst","degreesC","GCAM_SSP1","GCAM","new",3.00112
2098,"gmst","degreesC","GCAM_SSP1","GCAM","new",3.01598
2099,"gmst","degreesC","GCAM_SSP1","GCAM","new",3.0306
2100,"gmst","degreesC","GCAM_SSP1","GCAM","new",3.04499
1976,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.250364
1977,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.26748
1978,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.286018
1979,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.30239
1980,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.316974
1981,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.334318
1982,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.340532
1983,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.330981
1984,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.345237
1985,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.372372
1986,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.399802
1987,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.425167
1988,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.451721
1989,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.479713
1990,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.504822
1991,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.497839
1992,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.44982
1993,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.452769
1994,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.4941
1995,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.54603
1996,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.594926
1997,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.625305
1998,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.652993
1999,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.691028
2000,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.728587
2001,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.761129
2002,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.782704
2003,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.798228
2004,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.81652
2005,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.8311
2006,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.84284
2007,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.860222
2008,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.883972
2009,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.912824
2010,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.941386
2011,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.967158
2012,"gmst","degreesC","GCAM_SSP2","GCAM","new",0.991255
2013,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.02276
2014,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.05166
2015,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.07952
2016,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.11444
2017,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.14658
2018,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.17812
2019,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.19972
2020,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.23551
2021,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.25547
2022,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.29101
2023,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.31876
2024,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.34812
2025,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.38105
2026,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.413
2027,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.44373
2028,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.47371
2029,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.50327
2030,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.53258
2031,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.56138
2032,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.58972
2033,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.61778
2034,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.64565
2035,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.67342
2036,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.70078
2037,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.72784
2038,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.75468
2039,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.78136
2040,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.80792
2041,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.83473
2042,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.8617
2043,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.88877
2044,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.91591
2045,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.9431
2046,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.97026
2047,"gmst","degreesC","GCAM_SSP2","GCAM","new",1.99742
2048,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.02457
2049,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.05173
2050,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.07891
2051,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.10561
2052,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.132
2053,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.15816
2054,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.18415
2055,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.21
2056,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.23574
2057,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.26137
2058,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.28693
2059,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.31246
2060,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.33797
2061,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.36347
2062,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.3889
2063,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.4143
2064,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.43968
2065,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.46508
2066,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.49049
2067,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.51588
2068,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.54128
2069,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.56669
2070,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.59212
2071,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.61759
2072,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.64306
2073,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.66856
2074,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.69409
2075,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.71966
2076,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.7453
2077,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.77098
2078,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.79669
2079,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.82243
2080,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.84819
2081,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.87403
2082,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.89987
2083,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.92572
2084,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.95155
2085,"gmst","degreesC","GCAM_SSP2","GCAM","new",2.97738
2086,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.00319
2087,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.02891
2088,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.05457
2089,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.08018
2090,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.10578
2091,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.13136
2092,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.15689
2093,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.18236
2094,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.20779
2095,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.23318
2096,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.25859
2097,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.28396
2098,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.3093
2099,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.3346
2100,"gmst","degreesC","GCAM_SSP2","GCAM","new",3.35987
1976,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.250364
1977,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.26748
1978,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.286018
1979,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.30239
1980,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.316974
1981,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.334318
1982,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.340532
1983,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.330981
1984,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.345237
1985,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.372372
1986,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.399802
1987,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.425167
1988,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.451721
1989,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.479713
1990,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.504822
1991,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.497839
1992,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.44982
1993,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.452769
1994,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.4941
1995,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.54603
1996,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.594926
1997,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.625305
1998,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.652993
1999,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.691028
2000,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.728587
2001,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.761129
2002,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.782704
2003,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.798228
2004,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.81652
2005,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.8311
2006,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.84284
2007,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.860222
2008,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.883972
2009,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.912824
2010,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.941386
2011,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.967158
2012,"gmst","degreesC","GCAM_SSP3","GCAM","new",0.991255
2013,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.02276
2014,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.05166
2015,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.07952
2016,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.11444
2017,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.14658
2018,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.17812
2019,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.19972
2020,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.23551
2021,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.25547
2022,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.29101
2023,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.31876
2024,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.34641
2025,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.3763
2026,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.40566
2027,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.43434
2028,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.46264
2029,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.49074
2030,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.51877
2031,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.54665
2032,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.57434
2033,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.60191
2034,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.62943
2035,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.65695
2036,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.68404
2037,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.71075
2038,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.73718
2039,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.76339
2040,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.78942
2041,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.81551
2042,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.84154
2043,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.86749
2044,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.89334
2045,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.91909
2046,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.94464
2047,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.97
2048,"gmst","degreesC","GCAM_SSP3","GCAM","new",1.99519
2049,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.02025
2050,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.04518
2051,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.06998
2052,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.09471
2053,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.1194
2054,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.14404
2055,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.16864
2056,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.19314
2057,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.21754
2058,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.24186
2059,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.26616
2060,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.29043
2061,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.31473
2062,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.33896
2063,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.36315
2064,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.38733
2065,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.41152
2066,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.43573
2067,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.45994
2068,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.48414
2069,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.50836
2070,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.53261
2071,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.55693
2072,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.58127
2073,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.60565
2074,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.63007
2075,"gmst","degreesC","GCAM_SSP3","GCAM","new",2.65454
