"units","scenario","year","value","variable","source","version"
"W/m^2","GCAM",2092,5.99463,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2093,6.03977,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2094,6.08473,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2095,6.12953,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2096,6.17446,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2097,6.21897,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2098,6.26324,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2099,6.30729,"RF_tot","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2100,6.35114,"RF_tot","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1976,0.100269,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1977,0.120862,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1978,0.141714,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1979,0.159493,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1980,0.173513,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1981,0.187989,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1982,0.183148,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1983,0.146355,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1984,0.157532,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1985,0.188321,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1986,0.215748,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1987,0.242095,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1988,0.27001,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1989,0.298248,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1990,0.322944,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1991,0.296353,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1992,0.188759,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1993,0.181627,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1994,0.238899,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1995,0.301649,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1996,0.3554,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1997,0.390187,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1998,0.4223,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",1999,0.460964,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2000,0.496196,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2001,0.526278,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2002,0.547918,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2003,0.56536,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2004,0.585223,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2005,0.603615,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2006,0.622668,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2007,0.644144,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2008,0.668657,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2009,0.692422,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2010,0.720239,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2011,0.745554,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2012,0.77372,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2013,0.803547,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2014,0.83169,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2015,0.858982,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2016,0.886655,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2017,0.914075,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2018,0.941303,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2019,0.968379,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2020,0.995374,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2021,1.02233,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2022,1.04716,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2023,1.07071,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2024,1.09349,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2025,1.11689,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2026,1.14059,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2027,1.1644,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2028,1.18829,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2029,1.21227,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2030,1.23633,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2031,1.26043,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2032,1.28455,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2033,1.3087,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2034,1.33286,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2035,1.35706,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2036,1.38114,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2037,1.40509,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2038,1.42894,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2039,1.45269,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2040,1.47637,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2041,1.50012,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2042,1.5239,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2043,1.54768,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2044,1.57146,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2045,1.59523,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2046,1.61894,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2047,1.64264,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2048,1.66635,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2049,1.69009,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2050,1.71387,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2051,1.73778,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2052,1.76179,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2053,1.78591,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2054,1.81012,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2055,1.83441,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2056,1.85869,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2057,1.88296,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2058,1.90727,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2059,1.93162,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2060,1.95603,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2061,1.9805,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2062,2.00499,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2063,2.02949,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2064,2.05403,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2065,2.07861,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2066,2.10319,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2067,2.12776,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2068,2.15233,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2069,2.17691,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2070,2.20152,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2071,2.2262,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2072,2.2509,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2073,2.27562,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2074,2.30037,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2075,2.32516,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2076,2.35001,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2077,2.37487,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2078,2.39975,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2079,2.42464,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2080,2.44954,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2081,2.47456,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2082,2.49963,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2083,2.5247,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2084,2.54976,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2085,2.57482,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2086,2.59984,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2087,2.62482,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2088,2.64976,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2089,2.67467,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2090,2.69954,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2091,2.72443,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2092,2.74928,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2093,2.77409,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2094,2.79887,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2095,2.82362,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2096,2.84834,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2097,2.87303,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2098,2.89767,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2099,2.92225,"gmst","gcam xmldb","G-Hv3.2"
"degreesC","GCAM",2100,2.94678,"gmst","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1976,1488.01,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1977,1500.8,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1978,1513,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1979,1525.55,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1980,1537.42,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1981,1546.76,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1982,1560.87,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1983,1568.66,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1984,1576.94,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1985,1584.59,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1986,1593.53,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1987,1603.44,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1988,1612.59,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1989,1621.27,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1990,1630.55,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1991,1649.11,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1992,1652.46,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1993,1655.4,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1994,1665.5,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1995,1668.99,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1996,1672.08,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1997,1692.25,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1998,1700.07,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1999,1701.43,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2000,1700.97,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2001,1701.57,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2002,1708.59,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2003,1715.65,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2004,1724.52,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2005,1732.57,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2006,1739.44,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2007,1745.19,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2008,1749.95,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2009,1753.84,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2010,1756.96,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2011,1761.43,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2012,1767.15,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2013,1773.97,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2014,1781.83,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2015,1790.63,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2016,1799.23,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2017,1807.64,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2018,1815.9,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2019,1824.01,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2020,1832,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2021,1839.86,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2022,1849.11,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2023,1859.6,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2024,1871.19,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2025,1883.79,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2026,1896.7,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2027,1909.93,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2028,1923.44,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2029,1937.21,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2030,1951.23,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2031,1965.36,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2032,1979.61,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2033,1993.96,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2034,2008.41,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2035,2022.96,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2036,2037.35,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2037,2051.61,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2038,2065.74,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2039,2079.76,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2040,2093.68,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2041,2107.28,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2042,2120.59,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2043,2133.62,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2044,2146.42,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2045,2158.99,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2046,2171.68,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2047,2184.47,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2048,2197.35,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2049,2210.32,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2050,2223.37,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2051,2236.41,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2052,2249.46,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2053,2262.52,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2054,2275.57,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2055,2288.64,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2056,2301.69,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2057,2314.72,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2058,2327.74,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2059,2340.76,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2060,2353.76,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2061,2366.66,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2062,2379.48,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2063,2392.22,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2064,2404.89,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2065,2417.48,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2066,2429.9,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2067,2442.16,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2068,2454.28,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2069,2466.26,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2070,2478.11,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2071,2489.72,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2072,2501.1,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2073,2512.28,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2074,2523.26,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2075,2534.07,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2076,2544.47,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2077,2554.49,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2078,2564.17,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2079,2573.52,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2080,2582.59,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2081,2591.18,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2082,2599.33,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2083,2607.08,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2084,2614.46,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2085,2621.51,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2086,2628.33,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2087,2634.95,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2088,2641.38,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2089,2647.63,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2090,2653.73,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2091,2659.6,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2092,2665.28,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2093,2670.77,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2094,2676.1,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2095,2681.26,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2096,2686.2,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2097,2690.94,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2098,2695.48,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2099,2699.84,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2100,2704.04,"CH4_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1976,301.312,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1977,302.185,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1978,303.077,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1979,304,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1980,304.93,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1981,305.837,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1982,306.787,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1983,307.734,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1984,308.66,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1985,309.577,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1986,310.514,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1987,311.491,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1988,312.426,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1989,313.369,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1990,314.308,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1991,315.253,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1992,316.193,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1993,317.116,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1994,318.059,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1995,319.007,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1996,319.956,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1997,320.938,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1998,321.851,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",1999,322.723,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2000,323.552,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2001,324.39,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2002,325.257,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2003,326.132,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2004,327.034,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2005,327.928,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2006,328.81,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2007,329.68,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2008,330.538,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2009,331.384,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2010,332.218,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2011,333.073,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2012,333.949,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2013,334.845,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2014,335.761,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2015,336.698,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2016,337.627,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2017,338.55,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2018,339.465,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2019,340.374,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2020,341.276,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2021,342.171,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2022,343.078,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2023,343.996,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2024,344.927,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2025,345.869,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2026,346.819,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2027,347.778,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2028,348.745,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2029,349.721,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2030,350.704,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2031,351.694,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2032,352.69,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2033,353.691,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2034,354.699,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2035,355.713,"N2O_concentration","gcam xmldb","G-Hv3.2"
"PPB","GCAM",2036,356.73,"N2O_concentration","gcam xmldb","G-Hv3.2"
