"units","scenario","year","value","variable","source","version"
"W/m^2","GCAM",1980,-0.0838043,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1981,-0.0846538,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1982,-0.0874276,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1983,-0.0873815,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1984,-0.0896308,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1985,-0.0911805,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1986,-0.0928888,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1987,-0.095291,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1988,-0.0961403,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1989,-0.096864,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1990,-0.0978462,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1991,-0.101579,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1992,-0.0975369,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1993,-0.0984064,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1994,-0.10147,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1995,-0.0997669,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1996,-0.0997767,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1997,-0.105564,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1998,-0.106575,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1999,-0.10267,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2000,-0.102112,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2001,-0.102542,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2002,-0.107621,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2003,-0.108938,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2004,-0.109847,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2005,-0.109847,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2006,-0.110698,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2007,-0.11155,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2008,-0.112402,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2009,-0.113254,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2010,-0.114106,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2011,-0.115658,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2012,-0.11721,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2013,-0.118762,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2014,-0.120315,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2015,-0.121867,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2016,-0.122751,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2017,-0.123636,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2018,-0.12452,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2019,-0.125405,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2020,-0.126289,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2021,-0.127174,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2022,-0.129038,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2023,-0.130903,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2024,-0.132767,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2025,-0.134632,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2026,-0.136421,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2027,-0.13821,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2028,-0.139999,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2029,-0.141788,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2030,-0.143577,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2031,-0.145266,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2032,-0.146955,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2033,-0.148643,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2034,-0.150332,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2035,-0.152021,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2036,-0.153597,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2037,-0.155173,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2038,-0.156748,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2039,-0.158324,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2040,-0.1599,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2041,-0.16137,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2042,-0.162841,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2043,-0.164311,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2044,-0.165781,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2045,-0.167251,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2046,-0.16869,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2047,-0.170129,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2048,-0.171568,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2049,-0.173007,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2050,-0.174446,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2051,-0.175601,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2052,-0.176757,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2053,-0.177912,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2054,-0.179067,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2055,-0.180222,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2056,-0.181393,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2057,-0.182563,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2058,-0.183734,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2059,-0.184904,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2060,-0.186075,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2061,-0.187086,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2062,-0.188098,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2063,-0.189109,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2064,-0.190121,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2065,-0.191133,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2066,-0.192017,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2067,-0.192902,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2068,-0.193787,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2069,-0.194672,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2070,-0.195557,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2071,-0.196289,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2072,-0.197022,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2073,-0.197755,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2074,-0.198487,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2075,-0.19922,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2076,-0.199821,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2077,-0.200422,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2078,-0.201024,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2079,-0.201625,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2080,-0.202226,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2081,-0.202699,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2082,-0.203172,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2083,-0.203645,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2084,-0.204118,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2085,-0.204591,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2086,-0.204974,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2087,-0.205356,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2088,-0.205738,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2089,-0.206121,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2090,-0.206503,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2091,-0.206777,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2092,-0.207052,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2093,-0.207327,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2094,-0.207601,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2095,-0.207876,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2096,-0.208033,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2097,-0.208189,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2098,-0.208346,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2099,-0.208503,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2100,-0.208659,"RF_NH3","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1976,0.0964543,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1977,0.0993834,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1978,0.102372,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1979,0.105457,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1980,0.108559,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1981,0.111589,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1982,0.114741,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1983,0.117897,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1984,0.120971,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1985,0.124015,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1986,0.127112,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1987,0.130331,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1988,0.133407,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1989,0.136506,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1990,0.139579,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1991,0.142632,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1992,0.145722,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1993,0.148753,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1994,0.151815,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1995,0.154916,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1996,0.158012,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1997,0.161138,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1998,0.164079,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1999,0.166909,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2000,0.169606,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2001,0.172322,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2002,0.1751,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2003,0.177896,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2004,0.180763,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2005,0.183602,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2006,0.186402,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2007,0.189161,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2008,0.191878,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2009,0.194555,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2010,0.197192,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2011,0.199881,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2012,0.202623,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2013,0.205419,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2014,0.208267,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2015,0.211167,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2016,0.214038,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2017,0.216891,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2018,0.219717,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2019,0.222516,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2020,0.225288,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2021,0.228034,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2022,0.230804,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2023,0.233594,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2024,0.236406,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2025,0.239241,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2026,0.242093,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2027,0.244963,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2028,0.24785,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2029,0.250754,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2030,0.253674,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2031,0.256606,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2032,0.259548,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2033,0.262501,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2034,0.265464,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2035,0.268438,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2036,0.271417,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2037,0.274403,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2038,0.277395,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2039,0.280392,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2040,0.283395,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2041,0.286404,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2042,0.289419,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2043,0.292439,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2044,0.295464,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2045,0.298495,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2046,0.301545,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2047,0.304614,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2048,0.307702,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2049,0.310809,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2050,0.313934,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2051,0.317073,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2052,0.320227,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2053,0.323394,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2054,0.326574,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2055,0.329768,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2056,0.332976,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2057,0.336198,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2058,0.339434,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2059,0.342683,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2060,0.345945,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2061,0.349216,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2062,0.352496,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2063,0.355786,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2064,0.359083,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2065,0.362389,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2066,0.365699,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2067,0.369016,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2068,0.372337,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2069,0.375663,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2070,0.378994,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2071,0.382324,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2072,0.385656,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2073,0.388988,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2074,0.39232,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2075,0.395651,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2076,0.39898,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2077,0.402308,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2078,0.405634,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2079,0.408958,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2080,0.412278,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2081,0.415593,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2082,0.418902,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2083,0.422204,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2084,0.4255,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2085,0.428789,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2086,0.432068,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2087,0.435337,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2088,0.438595,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2089,0.441843,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2090,0.445079,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2091,0.448302,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2092,0.451511,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2093,0.454707,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2094,0.457888,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2095,0.461056,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2096,0.464205,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2097,0.467337,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2098,0.470451,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2099,0.473548,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2100,0.476627,"RF_N2O","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1976,0.377541,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1977,0.38299,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1978,0.388159,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1979,0.393452,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1980,0.398428,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1981,0.402322,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1982,0.408191,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1983,0.411404,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1984,0.414809,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1985,0.417944,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1986,0.421597,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1987,0.425637,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1988,0.429351,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1989,0.432858,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1990,0.4366,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1991,0.444081,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1992,0.445391,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1993,0.446539,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1994,0.450559,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1995,0.451922,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1996,0.453118,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1997,0.461123,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1998,0.464185,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",1999,0.464687,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2000,0.46447,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2001,0.464674,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2002,0.467412,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2003,0.47016,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2004,0.473606,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2005,0.476728,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2006,0.479373,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2007,0.48158,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2008,0.483397,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2009,0.484872,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2010,0.486049,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2011,0.487742,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2012,0.489921,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2013,0.492516,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2014,0.495502,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2015,0.498842,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2016,0.502094,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2017,0.505266,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2018,0.508368,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2019,0.511408,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2020,0.51439,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2021,0.517319,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2022,0.520759,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2023,0.524655,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2024,0.528948,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2025,0.533595,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2026,0.538341,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2027,0.54318,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2028,0.548102,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2029,0.553098,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2030,0.558161,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2031,0.563242,"FCH4","gcam xmldb","G-Hv3.2"
"W/m^2","GCAM",2032,0.568339,"FCH4","gcam xmldb","G-Hv3.2"
